,Patient ID,asra_safe,Scenario Data
171,GP,0,"A 67-year-old woman with a history of deep venous thrombosis presents for total knee arthroplasty. The surgical team is requesting spinal anesthesia as the primary anesthetic for the surgical procedure. Her medications include acetaminophen and warfarin. Warfarin was held for three days, and the INR immediately prior to the planned procedure is 1.5."
172,GQ,1,"A 67-year-old woman with a history of deep venous thrombosis presents for total knee arthroplasty. The surgical team is requesting spinal anesthesia as the primary anesthetic for the surgical procedure. Her medications include acetaminophen and warfarin. Warfarin was held for six days, and the INR immediately prior to the planned procedure is 1.1."
173,GR,0,"A 67-year-old woman with a history of deep venous thrombosis presents for total knee arthroplasty. The surgical team is requesting spinal anesthesia as the primary anesthetic for the surgical procedure. Her medications include acetaminophen and warfarin. Warfarin was held for six days, and the INR immediately prior to the planned procedure is 1.5."
174,GS,1,A 67-year-old woman with a history of deep venous thrombosis presents for total knee arthroplasty. The surgical team is requesting spinal anesthesia as the primary anesthetic for the surgical procedure. Her medications include acetaminophen and aspirin. The last dose of aspirin was 1 hour prior to the planned procedure.
175,GT,1,A 67-year-old woman with a history of deep venous thrombosis presents for total knee arthroplasty. The surgical team is requesting spinal anesthesia as the primary anesthetic for the surgical procedure. Her medications include acetaminophen and aspirin. The last dose of aspirin was 24 hours prior to the planned procedure.
176,GU,0,A 67-year-old woman with a history of deep venous thrombosis presents for total knee arthroplasty. The surgical team is requesting spinal anesthesia as the primary anesthetic for the surgical procedure. Her medications include acetaminophen and dabigatran. The last dose of dabigatran was 48 hours prior to the planned procedure.
177,GV,1,A 67-year-old woman with a history of deep venous thrombosis presents for total knee arthroplasty. The surgical team is requesting spinal anesthesia as the primary anesthetic for the surgical procedure. Her medications include acetaminophen and dabigatran. The last dose of dabigatran was 120 hours prior to the planned procedure.
178,GW,0,A 67-year-old woman with a history of deep venous thrombosis presents for total knee arthroplasty. The surgical team is requesting spinal anesthesia as the primary anesthetic for the surgical procedure. Her medications include acetaminophen and rivaroxaban. The last dose of rivaroxaban was 48 hours prior to the planned procedure.
179,GX,1,A 67-year-old woman with a history of deep venous thrombosis presents for total knee arthroplasty. The surgical team is requesting spinal anesthesia as the primary anesthetic for the surgical procedure. Her medications include acetaminophen and rivaroxaban. The last dose of rivaroxaban was 84 hours prior to the planned procedure.
180,GY,0,A 67-year-old woman with a history of deep venous thrombosis presents for total knee arthroplasty. The surgical team is requesting spinal anesthesia as the primary anesthetic for the surgical procedure. Her medications include acetaminophen and clopidogrel. The last dose of clopidogrel was 4 days prior to the planned procedure.
181,GZ,1,A 67-year-old woman with a history of deep venous thrombosis presents for total knee arthroplasty. The surgical team is requesting spinal anesthesia as the primary anesthetic for the surgical procedure. Her medications include acetaminophen and clopidogrel. The last dose of clopidogrel was 8 days prior to the planned procedure.
182,HA,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and 5000 Units subcutaneous heparin TID. The last dose of heparin was 3 hours before the planned procedure."
183,HB,1,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and 5000 Units subcutaneous heparin TID. The last dose of heparin was 8 hours before the planned procedure."
184,HC,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and 10,000 Units subcutaneous heparin TID. The last dose of heparin was 3 hours before the planned procedure."
185,HD,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and 10,000 Units subcutaneous heparin TID. The last dose of heparin was 8 hours before the planned procedure."
186,HE,1,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and IV heparin. The IV heparin was discontinued five hours before the planned procedure and the Anti-Xa assay was in the normal range."
187,HF,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and IV heparin. The IV heparin was discontinued five hours before the planned procedure and the Anti-Xa assay was in the therapeutic range."
188,HG,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and IV heparin. The IV heparin was discontinued two hours before the planned procedure and the Anti-Xa assay was in the normal range."
189,HH,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and IV heparin. The IV heparin was discontinued two hours before the planned procedure and the Anti-Xa assay was in the therapeutic range."
190,HI,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and prophylactic BID subcutaneous enoxaparin. The last dose of enoxaparin was 8 hours prior to the planned procedure."
191,HJ,1,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and prophylactic BID subcutaneous enoxaparin. The last dose of enoxaparin was 14 hours prior to the planned procedure."
192,HK,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and therapeutic subcutaneous enoxaparin. The last dose of enoxaparin was 20 hours prior to the planned procedure."
193,HL,1,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and therapeutic subcutaneous enoxaparin. The last dose of enoxaparin was 26 hours prior to the planned procedure."
194,HM,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and prophylactic apixaban. The last dose of apixaban was 36 hours prior to the planned procedure."
195,HN,1,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and prophylactic apixaban. The last dose of apixaban was 84 hours prior to the planned procedure."
196,HO,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and warfarin. Warfarin was held for three days, and the INR immediately prior to the planned procedure is 1.1."
197,HP,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and warfarin. Warfarin was held for three days, and the INR immediately prior to the planned procedure is 1.5."
198,HQ,1,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and warfarin. Warfarin was held for six days, and the INR immediately prior to the planned procedure is 1.1."
199,HR,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and warfarin. Warfarin was held for six days, and the INR immediately prior to the planned procedure is 1.5."
200,HS,1,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and aspirin. The last dose of aspirin was 1 hour prior to the planned procedure."
201,HT,1,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and aspirin. The last dose of aspirin was 24 hours prior to the planned procedure."
202,HU,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and dabigatran. The last dose of dabigatran was 48 hours prior to the planned procedure."
203,HV,1,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and dabigatran. The last dose of dabigatran was 120 hours prior to the planned procedure."
204,HW,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and rivaroxaban. The last dose of rivaroxaban was 48 hours prior to the planned procedure."
205,HX,1,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and rivaroxaban. The last dose of rivaroxaban was 84 hours prior to the planned procedure."
206,HY,0,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and clopidogrel. The last dose of clopidogrel was 4 days prior to the planned procedure."
207,HZ,1,"A 63-year-old man with a history of atrial fibrillation, obstructive sleep apnea, obesity, and gastroesophageal reflux disease presents for prostate brachytherapy and radioactive seed implant. The procedural team is requesting that an epidural be placed for periprocedural analgesia. His medications include verapamil and clopidogrel. The last dose of clopidogrel was 8 days prior to the planned procedure."
208,IA,0,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include 5000 Units subcutaneous heparin TID. The last dose of heparin was 3 hours before the planned procedure.
209,IB,1,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include 5000 Units subcutaneous heparin TID. The last dose of heparin was 8 hours before the planned procedure.
210,IC,0,"A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include 10,000 Units subcutaneous heparin TID. The last dose of heparin was 3 hours before the planned procedure."
211,ID,0,"A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include 10,000 Units subcutaneous heparin TID. The last dose of heparin was 8 hours before the planned procedure."
212,IE,1,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include IV heparin. The IV heparin was discontinued five hours before the planned procedure and the Anti-Xa assay was in the normal range.
213,IF,0,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include IV heparin. The IV heparin was discontinued five hours before the planned procedure and the Anti-Xa assay was in the therapeutic range.
214,IG,0,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include IV heparin. The IV heparin was discontinued two hours before the planned procedure and the Anti-Xa assay was in the normal range.
215,IH,0,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include IV heparin. The IV heparin was discontinued two hours before the planned procedure and the Anti-Xa assay was in the therapeutic range.
216,II,0,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include prophylactic BID subcutaneous enoxaparin. The last dose of enoxaparin was 8 hours prior to the planned procedure.
217,IJ,1,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include prophylactic BID subcutaneous enoxaparin. The last dose of enoxaparin was 14 hours prior to the planned procedure.
218,IK,0,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include therapeutic subcutaneous enoxaparin. The last dose of enoxaparin was 20 hours prior to the planned procedure.
219,IL,1,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include therapeutic subcutaneous enoxaparin. The last dose of enoxaparin was 26 hours prior to the planned procedure.
220,IM,0,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include prophylactic apixaban. The last dose of apixaban was 36 hours prior to the planned procedure.
221,IN,1,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include prophylactic apixaban. The last dose of apixaban was 84 hours prior to the planned procedure.
222,IO,0,"A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include warfarin. Warfarin was held for three days, and the INR immediately prior to the planned procedure is 1.1."
223,IP,0,"A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include warfarin. Warfarin was held for three days, and the INR immediately prior to the planned procedure is 1.5."
224,IQ,1,"A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include warfarin. Warfarin was held for six days, and the INR immediately prior to the planned procedure is 1.1."
225,IR,0,"A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include warfarin. Warfarin was held for six days, and the INR immediately prior to the planned procedure is 1.5."
226,IS,1,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include aspirin. The last dose of aspirin was 1 hour prior to the planned procedure.
227,IT,1,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include aspirin. The last dose of aspirin was 24 hours prior to the planned procedure.
228,IU,0,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include dabigatran. The last dose of dabigatran was 48 hours prior to the planned procedure.
229,IV,1,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include dabigatran. The last dose of dabigatran was 120 hours prior to the planned procedure.
230,IW,0,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include rivaroxaban. The last dose of rivaroxaban was 48 hours prior to the planned procedure.
231,IX,1,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include rivaroxaban. The last dose of rivaroxaban was 84 hours prior to the planned procedure.
232,IY,0,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include clopidogrel. The last dose of clopidogrel was 4 days prior to the planned procedure.
233,IZ,1,A 32-year-old woman with a history of recurrent deep venous thrombosis presents for hip arthroscopy. The surgical team is requesting that a spinal anesthetic be utilized for the procedure. Her medications include clopidogrel. The last dose of clopidogrel was 8 days prior to the planned procedure.
234,JA,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and 5000 Units subcutaneous heparin TID. The last dose of heparin was 3 hours before the planned procedure."
235,JB,1,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and 5000 Units subcutaneous heparin TID. The last dose of heparin was 8 hours before the planned procedure."
236,JC,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and 10,000 Units subcutaneous heparin TID. The last dose of heparin was 3 hours before the planned procedure."
237,JD,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and 10,000 Units subcutaneous heparin TID. The last dose of heparin was 8 hours before the planned procedure."
238,JE,1,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and IV heparin. The IV heparin was discontinued five hours before the planned procedure and the Anti-Xa assay was in the normal range."
239,JF,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and IV heparin. The IV heparin was discontinued five hours before the planned procedure and the Anti-Xa assay was in the therapeutic range."
240,JG,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and IV heparin. The IV heparin was discontinued two hours before the planned procedure and the Anti-Xa assay was in the normal range."
241,JH,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and IV heparin. The IV heparin was discontinued two hours before the planned procedure and the Anti-Xa assay was in the therapeutic range."
242,JI,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and prophylactic BID subcutaneous enoxaparin. The last dose of enoxaparin was 8 hours prior to the planned procedure."
243,JJ,1,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and prophylactic BID subcutaneous enoxaparin. The last dose of enoxaparin was 14 hours prior to the planned procedure."
244,JK,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and therapeutic subcutaneous enoxaparin. The last dose of enoxaparin was 20 hours prior to the planned procedure."
245,JL,1,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and therapeutic subcutaneous enoxaparin. The last dose of enoxaparin was 26 hours prior to the planned procedure."
246,JM,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and prophylactic apixaban. The last dose of apixaban was 36 hours prior to the planned procedure."
247,JN,1,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and prophylactic apixaban. The last dose of apixaban was 84 hours prior to the planned procedure."
248,JO,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and warfarin. Warfarin was held for three days, and the INR immediately prior to the planned procedure is 1.1."
249,JP,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and warfarin. Warfarin was held for three days, and the INR immediately prior to the planned procedure is 1.5."
250,JQ,1,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and warfarin. Warfarin was held for six days, and the INR immediately prior to the planned procedure is 1.1."
251,JR,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and warfarin. Warfarin was held for six days, and the INR immediately prior to the planned procedure is 1.5."
252,JS,1,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and aspirin. The last dose of aspirin was 1 hour prior to the planned procedure."
253,JT,1,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and aspirin. The last dose of aspirin was 24 hours prior to the planned procedure."
254,JU,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and dabigatran. The last dose of dabigatran was 48 hours prior to the planned procedure."
255,JV,1,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and dabigatran. The last dose of dabigatran was 120 hours prior to the planned procedure."
256,JW,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and rivaroxaban. The last dose of rivaroxaban was 48 hours prior to the planned procedure."
257,JX,1,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and rivaroxaban. The last dose of rivaroxaban was 84 hours prior to the planned procedure."
258,JY,0,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and clopidogrel. The last dose of clopidogrel was 4 days prior to the planned procedure."
259,JZ,1,"A 56-year-old woman with a history of anxiety, pulmonary embolism, and pancreatic cancer presents for pancreaticoduodenectomy. The surgical team is requesting that an epidural be placed to provide postoperative analgesia. Her medications include lorazepam and clopidogrel. The last dose of clopidogrel was 8 days prior to the planned procedure."